timestamp,hour_of_day,day_of_week,is_weekend,holiday_factor,is_holiday,weather_condition,wet_level,dry_level,next_fill_rate_wet,next_fill_rate_dry,avg_fill_rate_last_3h,previous_day_same_time_level
2025-01-03 14:00:00,14,Friday,0,0.0,0,normal,99.62,80.08,1.33,1.27,1.5999999999999999,68.85
2025-01-03 15:00:00,15,Friday,0,0.0,0,normal,6.0,81.21,2.1,1.13,1.7400000000000002,70.45
2025-01-03 16:00:00,16,Friday,0,0.0,0,normal,7.61,82.56,1.61,1.35,1.6800000000000004,72.07
2025-01-03 17:00:00,17,Friday,0,0.0,0,normal,9.27,83.76,1.67,1.2,1.7933333333333337,73.36
2025-01-03 18:00:00,18,Friday,0,0.0,0,normal,11.0,84.77,1.73,1.01,1.67,74.65
2025-01-03 19:00:00,19,Friday,0,0.0,0,hot,12.76,85.8,1.76,1.03,1.72,76.45
2025-01-03 20:00:00,20,Friday,0,0.0,0,normal,14.35,86.87,1.58,1.07,1.6900000000000002,77.91
2025-01-03 21:00:00,21,Friday,0,0.0,0,rainy,16.43,88.09,2.09,1.21,1.8099999999999998,79.5
2025-01-03 22:00:00,22,Friday,0,0.0,0,normal,18.16,89.69,1.73,1.61,1.8,80.7
2025-01-03 23:00:00,23,Friday,0,0.0,0,normal,19.63,90.74,1.47,1.05,1.7633333333333334,82.59
2025-01-04 00:00:00,0,Saturday,1,0.0,0,normal,19.97,91.06,0.34,0.32,1.18,83.06
2025-01-04 01:00:00,1,Saturday,1,0.0,0,hot,20.16,91.35,0.2,0.29,0.6699999999999999,83.64
2025-01-04 02:00:00,2,Saturday,1,0.0,0,normal,20.87,91.89,0.7,0.54,0.41333333333333333,84.14
2025-01-04 03:00:00,3,Saturday,1,0.0,0,rainy,21.82,92.3,0.95,0.4,0.6166666666666666,84.78
2025-01-04 04:00:00,4,Saturday,1,0.0,0,rainy,22.86,92.9,1.04,0.6,0.8966666666666666,85.8
2025-01-04 05:00:00,5,Saturday,1,0.0,0,rainy,23.75,93.29,0.89,0.39,0.96,86.55
2025-01-04 06:00:00,6,Saturday,1,0.0,0,rainy,24.56,93.88,0.81,0.59,0.9133333333333334,87.18
2025-01-04 07:00:00,7,Saturday,1,0.0,0,rainy,26.98,96.05,2.42,2.17,1.3733333333333333,88.65
2025-01-04 08:00:00,8,Saturday,1,0.0,0,normal,29.49,98.21,2.51,2.16,1.9133333333333333,90.29
2025-01-04 09:00:00,9,Saturday,1,0.0,0,normal,31.68,6.0,2.19,2.0,2.3733333333333335,91.59
2025-01-04 10:00:00,10,Saturday,1,0.0,0,normal,34.09,8.08,2.41,2.08,2.3699999999999997,93.08
2025-01-04 11:00:00,11,Saturday,1,0.0,0,normal,36.88,10.07,2.79,1.99,2.4633333333333334,94.81
2025-01-04 12:00:00,12,Saturday,1,0.0,0,normal,39.11,11.58,2.23,1.51,2.4766666666666666,96.49
2025-01-04 13:00:00,13,Saturday,1,0.0,0,normal,41.71,13.46,2.59,1.88,2.5366666666666666,98.29
2025-01-04 14:00:00,14,Saturday,1,0.0,0,rainy,44.43,15.37,2.73,1.91,2.5166666666666666,99.62
2025-01-04 15:00:00,15,Saturday,1,0.0,0,normal,47.25,17.6,2.82,2.23,2.7133333333333334,6.0
2025-01-04 16:00:00,16,Saturday,1,0.0,0,normal,49.75,19.42,2.5,1.82,2.6833333333333336,7.61
2025-01-04 17:00:00,17,Saturday,1,0.0,0,normal,52.25,21.27,2.5,1.84,2.606666666666667,9.27
2025-01-04 18:00:00,18,Saturday,1,0.0,0,hot,54.71,23.41,2.45,2.15,2.483333333333333,11.0
2025-01-04 19:00:00,19,Saturday,1,0.0,0,normal,56.96,25.61,2.26,2.19,2.403333333333333,12.76
2025-01-04 20:00:00,20,Saturday,1,0.0,0,normal,59.48,27.67,2.52,2.06,2.4099999999999997,14.35
2025-01-04 21:00:00,21,Saturday,1,0.0,0,normal,61.75,29.54,2.27,1.87,2.3499999999999996,16.43
2025-01-04 22:00:00,22,Saturday,1,0.0,0,normal,64.24,31.61,2.49,2.07,2.4266666666666663,18.16
2025-01-04 23:00:00,23,Saturday,1,0.0,0,normal,66.4,33.55,2.16,1.94,2.3066666666666666,19.63
2025-01-05 00:00:00,0,Sunday,1,0.0,0,normal,66.91,33.91,0.51,0.36,1.7200000000000004,19.97
2025-01-05 01:00:00,1,Sunday,1,0.0,0,normal,67.59,34.27,0.68,0.36,1.1166666666666667,20.16
2025-01-05 02:00:00,2,Sunday,1,0.0,0,hot,68.08,34.81,0.49,0.53,0.56,20.87
2025-01-05 03:00:00,3,Sunday,1,0.0,0,rainy,69.19,35.14,1.11,0.33,0.7600000000000001,21.82
2025-01-05 04:00:00,4,Sunday,1,0.0,0,hot,69.69,35.25,0.5,0.11,0.6999999999999998,22.86
2025-01-05 05:00:00,5,Sunday,1,0.0,0,hot,70.29,35.7,0.6,0.45,0.7366666666666667,23.75
2025-01-05 06:00:00,6,Sunday,1,0.0,0,rainy,71.18,36.14,0.89,0.44,0.6633333333333332,24.56
2025-01-05 07:00:00,7,Sunday,1,0.0,0,normal,73.77,38.12,2.59,1.98,1.36,26.98
2025-01-05 08:00:00,8,Sunday,1,0.0,0,hot,76.52,39.98,2.76,1.86,2.0799999999999996,29.49
2025-01-05 09:00:00,9,Sunday,1,0.0,0,rainy,79.7,42.06,3.18,2.08,2.8433333333333333,31.68
2025-01-05 10:00:00,10,Sunday,1,0.0,0,normal,82.2,43.91,2.5,1.85,2.813333333333333,34.09
2025-01-05 11:00:00,11,Sunday,1,0.0,0,hot,84.89,45.73,2.69,1.82,2.7900000000000005,36.88
2025-01-05 12:00:00,12,Sunday,1,0.0,0,normal,87.34,47.46,2.45,1.73,2.546666666666667,39.11
2025-01-05 13:00:00,13,Sunday,1,0.0,0,normal,90.1,49.64,2.76,2.18,2.6333333333333333,41.71
2025-01-05 14:00:00,14,Sunday,1,0.0,0,normal,92.58,51.74,2.48,2.1,2.563333333333333,44.43
2025-01-05 15:00:00,15,Sunday,1,0.0,0,hot,95.06,53.77,2.49,2.03,2.5766666666666667,47.25
2025-01-05 16:00:00,16,Sunday,1,0.0,0,normal,97.57,55.53,2.51,1.76,2.4933333333333336,49.75
2025-01-05 17:00:00,17,Sunday,1,0.0,0,normal,9.0,57.3,2.58,1.77,2.526666666666667,52.25
2025-01-05 18:00:00,18,Sunday,1,0.0,0,normal,11.61,59.39,2.61,2.1,2.5666666666666664,54.71
2025-01-05 19:00:00,19,Sunday,1,0.0,0,normal,14.27,61.43,2.67,2.04,2.6199999999999997,56.96
2025-01-05 20:00:00,20,Sunday,1,0.0,0,normal,16.9,63.35,2.63,1.92,2.6366666666666663,59.48
2025-01-05 21:00:00,21,Sunday,1,0.0,0,rainy,19.85,65.38,2.95,2.04,2.75,61.75
2025-01-05 22:00:00,22,Sunday,1,0.0,0,rainy,22.5,67.18,2.66,1.8,2.7466666666666666,64.24
2025-01-05 23:00:00,23,Sunday,1,0.0,0,normal,25.01,69.34,2.5,2.16,2.703333333333333,66.4
2025-01-06 00:00:00,0,Monday,0,0.0,0,rainy,25.69,69.57,0.68,0.23,1.9466666666666665,66.91
2025-01-06 01:00:00,1,Monday,0,0.0,0,rainy,26.52,70.12,0.83,0.55,1.3366666666666667,67.59
2025-01-06 02:00:00,2,Monday,0,0.0,0,rainy,27.07,70.44,0.55,0.32,0.6866666666666666,68.08
2025-01-06 03:00:00,3,Monday,0,0.0,0,normal,27.92,70.71,0.85,0.27,0.7433333333333333,69.19
2025-01-06 04:00:00,4,Monday,0,0.0,0,rainy,28.47,71.38,0.55,0.67,0.65,69.69
2025-01-06 05:00:00,5,Monday,0,0.0,0,rainy,29.06,71.4,0.59,0.02,0.6633333333333333,70.29
2025-01-06 06:00:00,6,Monday,0,0.0,0,normal,29.34,72.1,0.28,0.71,0.4733333333333334,71.18
2025-01-06 07:00:00,7,Monday,0,0.0,0,normal,30.67,73.16,1.33,1.05,0.7333333333333334,73.77
2025-01-06 08:00:00,8,Monday,0,0.0,0,normal,32.22,74.52,1.55,1.36,1.0533333333333335,76.52
2025-01-06 09:00:00,9,Monday,0,0.0,0,rainy,33.66,75.63,1.44,1.12,1.4400000000000002,79.7
2025-01-06 10:00:00,10,Monday,0,0.0,0,normal,35.09,77.03,1.43,1.39,1.4733333333333334,82.2
2025-01-06 11:00:00,11,Monday,0,0.0,0,normal,36.1,78.11,1.01,1.08,1.2933333333333332,84.89
2025-01-06 12:00:00,12,Monday,0,0.0,0,normal,37.02,79.49,0.91,1.38,1.1166666666666665,87.34
2025-01-06 13:00:00,13,Monday,0,0.0,0,hot,38.53,80.78,1.51,1.29,1.1433333333333333,90.1
2025-01-06 14:00:00,14,Monday,0,0.0,0,rainy,40.08,82.16,1.55,1.38,1.3233333333333333,92.58
2025-01-06 15:00:00,15,Monday,0,0.0,0,normal,41.52,83.63,1.44,1.47,1.5,95.06
2025-01-06 16:00:00,16,Monday,0,0.0,0,normal,42.99,85.04,1.47,1.41,1.4866666666666666,97.57
2025-01-06 17:00:00,17,Monday,0,0.0,0,rainy,44.85,86.42,1.86,1.37,1.59,9.0
2025-01-06 18:00:00,18,Monday,0,0.0,0,rainy,46.81,87.65,1.96,1.24,1.7633333333333334,11.61
2025-01-06 19:00:00,19,Monday,0,0.0,0,normal,48.26,89.03,1.45,1.38,1.7566666666666666,14.27
2025-01-06 20:00:00,20,Monday,0,0.0,0,normal,49.79,90.0,1.53,0.96,1.6466666666666665,16.9
2025-01-06 21:00:00,21,Monday,0,0.0,0,normal,51.08,91.06,1.28,1.06,1.42,19.85
2025-01-06 22:00:00,22,Monday,0,0.0,0,rainy,53.0,92.24,1.92,1.18,1.5766666666666669,22.5
2025-01-06 23:00:00,23,Monday,0,0.0,0,hot,54.88,93.5,1.88,1.26,1.6933333333333334,25.01
2025-01-07 00:00:00,0,Tuesday,0,0.0,0,normal,55.28,93.92,0.4,0.42,1.4000000000000001,25.69
2025-01-07 01:00:00,1,Tuesday,0,0.0,0,normal,55.71,94.49,0.43,0.58,0.9033333333333333,26.52
2025-01-07 02:00:00,2,Tuesday,0,0.0,0,normal,56.42,94.98,0.71,0.49,0.5133333333333333,27.07
2025-01-07 03:00:00,3,Tuesday,0,0.0,0,rainy,57.1,95.61,0.68,0.63,0.6066666666666668,27.92
2025-01-07 04:00:00,4,Tuesday,0,0.0,0,normal,57.51,95.73,0.42,0.12,0.6033333333333334,28.47
2025-01-07 05:00:00,5,Tuesday,0,0.0,0,normal,58.04,96.2,0.52,0.47,0.54,29.06
2025-01-07 06:00:00,6,Tuesday,0,0.0,0,normal,58.68,96.5,0.65,0.3,0.53,29.34
2025-01-07 07:00:00,7,Tuesday,0,0.0,0,normal,60.38,97.55,1.69,1.05,0.9533333333333335,30.67
2025-01-07 08:00:00,8,Tuesday,0,0.0,0,rainy,62.43,98.77,2.05,1.22,1.4633333333333336,32.22
2025-01-07 09:00:00,9,Tuesday,0,0.0,0,rainy,64.41,99.85,1.98,1.08,1.906666666666667,33.66
2025-01-07 10:00:00,10,Tuesday,0,0.0,0,normal,65.66,20.0,1.25,1.21,1.7600000000000005,35.09
2025-01-07 11:00:00,11,Tuesday,0,0.0,0,normal,67.28,21.19,1.62,1.19,1.616666666666667,36.1
2025-01-07 12:00:00,12,Tuesday,0,0.0,0,normal,68.97,22.33,1.69,1.14,1.5200000000000002,37.02
2025-01-07 13:00:00,13,Tuesday,0,0.0,0,rainy,71.2,23.48,2.23,1.15,1.846666666666667,38.53
2025-01-07 14:00:00,14,Tuesday,0,0.0,0,rainy,72.72,24.6,1.53,1.12,1.8166666666666667,40.08
2025-01-07 15:00:00,15,Tuesday,0,0.0,0,normal,74.24,25.8,1.52,1.21,1.76,41.52
2025-01-07 16:00:00,16,Tuesday,0,0.0,0,normal,75.89,26.97,1.65,1.17,1.5666666666666667,42.99
2025-01-07 17:00:00,17,Tuesday,0,0.0,0,normal,77.45,28.18,1.56,1.21,1.5766666666666669,44.85
2025-01-07 18:00:00,18,Tuesday,0,0.0,0,rainy,78.87,29.44,1.43,1.26,1.5466666666666669,46.81
2025-01-07 19:00:00,19,Tuesday,0,0.0,0,normal,80.44,30.55,1.57,1.11,1.5200000000000002,48.26
2025-01-07 20:00:00,20,Tuesday,0,0.0,0,rainy,82.53,31.93,2.09,1.38,1.696666666666667,49.79
2025-01-07 21:00:00,21,Tuesday,0,0.0,0,hot,84.33,33.13,1.8,1.19,1.8200000000000003,51.08
2025-01-07 22:00:00,22,Tuesday,0,0.0,0,hot,86.09,34.17,1.76,1.04,1.8833333333333335,53.0
2025-01-07 23:00:00,23,Tuesday,0,0.0,0,hot,87.59,35.39,1.49,1.22,1.6833333333333336,54.88
2025-01-08 00:00:00,0,Wednesday,0,0.0,0,normal,88.5,35.91,0.91,0.53,1.386666666666667,55.28
2025-01-08 01:00:00,1,Wednesday,0,0.0,0,normal,88.86,36.5,0.36,0.58,0.9200000000000003,55.71
2025-01-08 02:00:00,2,Wednesday,0,0.0,0,normal,89.63,37.02,0.77,0.53,0.6800000000000002,56.42
2025-01-08 03:00:00,3,Wednesday,0,0.0,0,hot,90.06,37.22,0.43,0.2,0.5200000000000001,57.1
2025-01-08 04:00:00,4,Wednesday,0,0.0,0,rainy,90.63,37.6,0.58,0.38,0.5933333333333335,57.51
2025-01-08 05:00:00,5,Wednesday,0,0.0,0,normal,90.96,37.87,0.33,0.27,0.4466666666666668,58.04
2025-01-08 06:00:00,6,Wednesday,0,0.0,0,normal,91.54,38.31,0.58,0.44,0.4966666666666668,58.68
2025-01-08 07:00:00,7,Wednesday,0,0.0,0,normal,92.64,39.33,1.1,1.02,0.6700000000000003,60.38
2025-01-08 08:00:00,8,Wednesday,0,0.0,0,normal,94.5,40.43,1.86,1.1,1.1800000000000002,62.43
2025-01-08 09:00:00,9,Wednesday,0,0.0,0,rainy,96.5,41.72,2.0,1.29,1.6533333333333335,64.41
2025-01-08 10:00:00,10,Wednesday,0,0.0,0,rainy,98.53,42.98,2.03,1.27,1.9633333333333336,65.66
2025-01-08 11:00:00,11,Wednesday,0,0.0,0,hot,13.0,44.23,1.52,1.25,1.8500000000000003,67.28
2025-01-08 12:00:00,12,Wednesday,0,0.0,0,normal,14.63,45.37,1.63,1.13,1.7266666666666666,68.97
2025-01-08 13:00:00,13,Wednesday,0,0.0,0,rainy,16.45,46.71,1.82,1.34,1.656666666666667,71.2
2025-01-08 14:00:00,14,Wednesday,0,0.0,0,hot,17.86,48.14,1.41,1.43,1.62,72.72
2025-01-08 15:00:00,15,Wednesday,0,0.0,0,hot,19.92,49.63,2.05,1.49,1.76,74.24
2025-01-08 16:00:00,16,Wednesday,0,0.0,0,rainy,21.53,51.01,1.62,1.38,1.6933333333333334,75.89
2025-01-08 17:00:00,17,Wednesday,0,0.0,0,normal,22.89,52.21,1.35,1.21,1.6733333333333336,77.45
2025-01-08 18:00:00,18,Wednesday,0,0.0,0,normal,24.75,53.71,1.87,1.5,1.6133333333333335,78.87
2025-01-08 19:00:00,19,Wednesday,0,0.0,0,rainy,26.65,54.86,1.89,1.16,1.7033333333333334,80.44
2025-01-08 20:00:00,20,Wednesday,0,0.0,0,normal,28.07,55.97,1.42,1.11,1.7266666666666668,82.53
2025-01-08 21:00:00,21,Wednesday,0,0.0,0,rainy,29.89,57.09,1.83,1.11,1.7133333333333336,84.33
2025-01-08 22:00:00,22,Wednesday,0,0.0,0,normal,31.54,58.26,1.64,1.18,1.6300000000000001,86.09
2025-01-08 23:00:00,23,Wednesday,0,0.0,0,normal,32.94,59.59,1.4,1.32,1.6233333333333337,87.59
2025-01-09 00:00:00,0,Thursday,0,0.0,0,normal,33.31,59.88,0.37,0.29,1.136666666666667,88.5
2025-01-09 01:00:00,1,Thursday,0,0.0,0,normal,34.13,60.29,0.82,0.41,0.8633333333333334,88.86
2025-01-09 02:00:00,2,Thursday,0,0.0,0,rainy,35.04,60.92,0.91,0.63,0.7000000000000002,89.63
2025-01-09 03:00:00,3,Thursday,0,0.0,0,hot,35.61,61.23,0.57,0.32,0.7666666666666667,90.06
2025-01-09 04:00:00,4,Thursday,0,0.0,0,normal,35.79,61.7,0.18,0.47,0.5533333333333335,90.63
2025-01-09 05:00:00,5,Thursday,0,0.0,0,normal,36.41,61.85,0.62,0.15,0.45666666666666683,90.96
2025-01-09 06:00:00,6,Thursday,0,0.0,0,normal,37.09,62.08,0.68,0.23,0.49333333333333346,91.54
2025-01-09 07:00:00,7,Thursday,0,0.0,0,normal,38.43,63.27,1.34,1.19,0.8800000000000002,92.64
2025-01-09 08:00:00,8,Thursday,0,0.0,0,normal,39.65,64.62,1.23,1.36,1.0833333333333337,94.5
2025-01-09 09:00:00,9,Thursday,0,0.0,0,rainy,41.57,65.7,1.92,1.08,1.4966666666666668,96.5
2025-01-09 10:00:00,10,Thursday,0,0.0,0,normal,43.11,67.0,1.53,1.3,1.5600000000000003,98.53
2025-01-09 11:00:00,11,Thursday,0,0.0,0,rainy,44.72,68.28,1.61,1.28,1.6866666666666668,13.0
2025-01-09 12:00:00,12,Thursday,0,0.0,0,normal,46.08,69.9,1.36,1.61,1.5000000000000002,14.63
2025-01-09 13:00:00,13,Thursday,0,0.0,0,normal,47.27,71.13,1.19,1.24,1.3866666666666667,16.45
2025-01-09 14:00:00,14,Thursday,0,0.0,0,hot,48.98,72.19,1.71,1.06,1.4200000000000002,17.86
2025-01-09 15:00:00,15,Thursday,0,0.0,0,normal,50.29,73.35,1.31,1.16,1.4033333333333335,19.92
2025-01-09 16:00:00,16,Thursday,0,0.0,0,normal,52.0,74.88,1.7,1.53,1.5733333333333335,21.53
2025-01-09 17:00:00,17,Thursday,0,0.0,0,normal,53.82,76.21,1.83,1.33,1.6133333333333335,22.89
2025-01-09 18:00:00,18,Thursday,0,0.0,0,normal,55.41,77.35,1.58,1.13,1.7033333333333334,24.75
2025-01-09 19:00:00,19,Thursday,0,0.0,0,normal,56.7,78.47,1.3,1.13,1.5700000000000003,26.65
2025-01-09 20:00:00,20,Thursday,0,0.0,0,rainy,58.76,79.76,2.05,1.29,1.6433333333333335,28.07
2025-01-09 21:00:00,21,Thursday,0,0.0,0,normal,60.05,80.95,1.29,1.18,1.5466666666666669,29.89
2025-01-09 22:00:00,22,Thursday,0,0.0,0,hot,61.72,82.21,1.67,1.27,1.6700000000000002,31.54
2025-01-09 23:00:00,23,Thursday,0,0.0,0,rainy,63.46,83.37,1.74,1.15,1.566666666666667,32.94
2025-01-10 00:00:00,0,Friday,0,0.0,0,hot,63.87,83.8,0.41,0.43,1.2733333333333337,33.31
2025-01-10 01:00:00,1,Friday,0,0.0,0,rainy,64.53,84.12,0.66,0.33,0.936666666666667,34.13
2025-01-10 02:00:00,2,Friday,0,0.0,0,normal,64.87,84.35,0.34,0.23,0.47000000000000036,35.04
2025-01-10 03:00:00,3,Friday,0,0.0,0,normal,65.34,84.85,0.47,0.5,0.4900000000000004,35.61
2025-01-10 04:00:00,4,Friday,0,0.0,0,normal,65.65,85.33,0.31,0.48,0.3733333333333337,35.79
2025-01-10 05:00:00,5,Friday,0,0.0,0,hot,66.23,85.8,0.58,0.47,0.4533333333333336,36.41
2025-01-10 06:00:00,6,Friday,0,0.0,0,hot,66.65,86.11,0.41,0.31,0.43333333333333357,37.09
2025-01-10 07:00:00,7,Friday,0,0.0,0,rainy,68.29,87.44,1.65,1.33,0.8800000000000002,38.43
2025-01-10 08:00:00,8,Friday,0,0.0,0,rainy,70.09,88.42,1.79,0.98,1.2833333333333334,39.65
2025-01-10 09:00:00,9,Friday,0,0.0,0,rainy,71.78,89.41,1.69,0.99,1.7100000000000002,41.57
2025-01-10 10:00:00,10,Friday,0,0.0,0,normal,73.32,90.53,1.54,1.12,1.6733333333333336,43.11
2025-01-10 11:00:00,11,Friday,0,0.0,0,normal,74.73,92.03,1.41,1.5,1.5466666666666669,44.72
2025-01-10 12:00:00,12,Friday,0,0.0,0,rainy,76.41,93.17,1.69,1.14,1.5466666666666669,46.08
2025-01-10 13:00:00,13,Friday,0,0.0,0,hot,78.05,94.44,1.64,1.27,1.58,47.27
2025-01-10 14:00:00,14,Friday,0,0.0,0,normal,79.4,95.68,1.35,1.25,1.5600000000000003,48.98
